GENE1,GENE2,SCORE,HPRD,Pvalue
MET,INSR,2.638209485,2,0.076163152
ACVR1,EPHA2,2.638074256,2,0.014357
SRC,FGFR4,2.637913062,2,0.074555438
CAV1,EDNRB,2.637813069,1,0.065833
EPHB2,EPHB4,2.637606906,2,0.040221
CANX,LRP1,2.63740913,1,0.051529
ROR1,NOTCH2,2.637375413,2,0.016967087
TNC,NEO1,2.636895653,2,0.012034
PDGFB,LRP1,2.636577645,1,0.024019
LU,CELSR2,2.636538417,2,0.0132
ANK3,MET,2.636329579,2,0.015015
MARK1,TYRO3,2.636144977,2,0.03371681
RHOA,CNTNAP1,2.635790005,1,0.077190838
LAMA5,NCSTN,2.635698097,2,0.034381
SPARC,LDLR,2.635664267,2,0.106994
ANGPT1,NOTCH2,2.63562161,2,0.135576944
CCL2,CCR3,2.635595293,2,0.07416854
PTGS1,ENG,2.63537877,2,0.050574
TRAF3,TNFRSF7,2.635330016,1,0.041463818
DDR1,ROR2,2.63474063,2,0.007752
CD3D,NOTCH1,2.634717728,2,0.027716
PRKD2,ALK,2.634525544,2,0.091119044
LRP6,ROR2,2.634378377,2,0.046828
EPHB2,NTRK3,2.634221825,2,0.057342508
SECTM1,NOTCH4,2.633801584,2,0.01223525
EIF4A1,CD44,2.633745128,2,0.040789
TGFBR1,AXL,2.633489754,2,0.024366921
CYR61,FGFR1,2.633462906,2,0.005669
CCL19,CCBP2,2.633106559,1,0.088399
ADRM1,ENG,2.63292801,2,0.00716
PLCG1,FGFR2,2.632874539,1,0.204093039
KIAA0174,TFG,2.632723474,2,0.047096
PRKD1,TGFBR1,2.632719915,2,0.066801585
OR1E2,OR1A1,2.632594978,2,0.172264022
ADAMTS2,PVRL2,2.632408969,2,0.059203
IGF2R,LRP6,2.632394804,2,0.106708
TRAF4,TNFRSF21,2.632354503,2,0.001478164
PTPRC,FGFR1,2.632227071,2,0.00657
HNRPH1,TNFRSF1A,2.632063661,2,0.021911
PCTK3,BMPR2,2.631793203,2,0.042832
KIT,ERBB2,2.631577109,2,0.144102391
COL1A2,MERTK,2.631356552,2,0.107576
NEO1,NRXN3,2.631056227,2,0.04127156
INSR,IL6R,2.631047034,2,0.183483133
FN1,TLR4,2.631023065,2,0.016607
PTPN11,CSF1R,2.630953924,2,0.018784243
AGRN,BMPR2,2.630828897,2,0.034323
C7,IL1R1,2.630757166,2,0.097042334
CSK,EPHB3,2.630296204,2,0.00865
HLA-A,ERBB2,2.63021622,1,0.144786614
LOC144097,GRM7,2.63,2,0.021087667
PPP1R12C,EDG5,2.629889725,2,0.0000691
CMA1,MRGPRF,2.629889725,2,0.024976442
JAG1,ROR1,2.629744438,2,0.073714
DLG5,EPHB4,2.629638497,2,0.009068
ADRBK1,MERTK,2.629630061,2,0.098441
AKT1,EPHB4,2.629408019,2,0.133077
COL1A2,NRP2,2.629259713,2,0.069985
CCL3L3,CCR5,2.629104448,1,0.059111448
ADAM12,NRXN3,2.629100574,2,0.041978
CYR61,PLXNA3,2.628985424,2,0.031704
SFRP4,NRP1,2.628445743,2,0.007831
COL17A1,NRP2,2.628418948,2,0.028317385
IL15,NOTCH1,2.628026642,2,0.007802
LMAN1,ATRN,2.627954985,2,0.123466
LATS1,EPHA3,2.62730219,2,0.08106
CD58,IL1R1,2.627100714,2,0.042954286
LAMA3,ERBB2,2.627037144,2,0.009319
GNAI2,DRD2,2.626711183,1,0.024239
THBD,F3,2.626593361,2,0.009586
CELSR1,ERBB2,2.62658181,2,0.076979643
VWF,IGF2R,2.626569437,2,0.023403
NTRK1,EPHA7,2.626503658,2,0.011653
NET1,FGFR2,2.626502984,2,0.0116
CRKL,EPHB3,2.626301637,2,0.081498
COL18A1,GPC1,2.626263736,1,0.116270597
HLA-F,LILRB1,2.626116266,1,0.020371
DLG5,ITGB1BP1,2.62599285,2,0.011256
GAB1,CSF1R,2.625954963,2,0.027818
ROCK2,EPHA4,2.625859678,2,0.024251678
TRAF2,TNFRSF8,2.625752772,1,0.180017
LAMA4,UNC5C,2.625615118,2,0.058597382
CCL2,CCBP2,2.625466974,1,0.133154026
STK3,TNFRSF1A,2.625322504,2,0.014363
HBEGF,ITGA2,2.625165357,2,0.053011
THBS3,PVRL1,2.625064535,2,0.122947
TIE1,FGFR1,2.625008954,2,0.070536787
GPR51,GABBR1,2.625002699,1,0.111594
SNAP29,IGF1R,2.624975523,1,0.016032
PRKG1,ACVR1B,2.624727447,2,0.054993
TGFB1,ERBB2,2.624493514,2,0.057621347
EPHA6,EPHB6,2.624089636,2,0.013513136
ABL1,FGFR1,2.624087387,2,0.011766
TRIM22,C1QR1,2.623690187,2,0.112830813
PTPRU,EGFR,2.623613286,2,0.02907812
SRC,FGFR1,2.623361957,2,0.031727
APOE,LRP1,2.623317585,1,0.043306
CSK,KDR,2.623061098,2,0.030851
COL3A1,ROBO4,2.623032237,2,0.00922043
KIT,PTPRO,2.622969468,1,0.081433698
EPHB2,EPHA3,2.622949082,2,0.167642
CSNK1G3,TGFBR2,2.622675612,2,0.009538
CYR61,ITGA9,2.622669376,2,0.031025
INSR,EPHA3,2.622324043,2,0.07436
PRKD2,ROR1,2.62214645,2,0.111764217
EPHB4,CELSR1,2.622083308,2,0.027508
CDC7,TGFBR2,2.62201147,2,0.007926363
PTK7,ITGB5,2.6217941,2,0.0462861
ADAMTS2,SORT1,2.621749319,2,0.114543
STK17A,ACVR1,2.62161894,2,0.125067
NRCAM,FLT1,2.621400156,2,0.01385
SERPINH1,CD9,2.621361158,1,0.052874991
GAS6,EPHB4,2.621337912,2,0.129229
TRIO,ERBB2,2.621334137,2,0.052783
OTOP2,HTR7,2.621259049,2,0.109678
SECTM1,NOTCH1,2.62120818,2,0.125132654
NPR2,LDLR,2.621161513,2,0.012245
TNFRSF21,UNC5C,2.620986335,2,0.073758168
MGST2,CSF1R,2.620723033,2,0.048231633
SEMA4D,NOTCH2,2.620587678,2,0.014294
COL1A2,DDR1,2.620426863,2,0.006186
FGFR4,KDR,2.620162391,2,0.018795224
PCDHAC2,CELSR1,2.619924711,2,0.021044
JAG1,EDNRB,2.619551241,2,0.032585926
BST1,NOTCH1,2.619203181,2,0.126576986
CNTNAP1,PTPRF,2.619167655,2,0.136485679
HGF,MET,2.619131239,1,0.067038739
SLIT3,NOTCH2,2.618890708,2,0.012622041
FYB,EPHA3,2.618644201,2,0.016021
ADRBK2,ERBB3,2.618130496,2,0.04706
CDH13,LRP6,2.618098634,2,0.278453
FES,PTPRF,2.618056709,2,0.197317457
TOLLIP,IL1RAP,2.61801139,1,0.091254
SYK,EPHB4,2.617995279,2,0.03978
GDF15,ENG,2.617951925,2,0.098226
PTPN6,IFNAR1,2.617811834,1,0.050224
JAK1,TNFRSF1A,2.617284883,1,0.009497
ANGPT2,NOTCH4,2.617069581,2,0.006715
TGFB2,NRP1,2.617068153,2,0.125913
MAP3K10,PTPRS,2.617045375,2,0.018849
LATS2,ERBB2,2.616888834,2,0.069257
ROBO3,NTRK2,2.616641366,2,0.157074533
PTK2,ITGAV,2.616614001,1,0.118437999
PRKCD,INSR,2.61659863,1,0.02031
ABL1,CSF1R,2.616443952,2,0.146948
PINK1,TGFBR2,2.616354548,2,0.185764619
FAS,TNFRSF10A,2.616290982,2,0.027785
SEMA6A,CELSR1,2.616221305,2,0.157406
DEDD,TNFRSF10B,2.615933745,2,0.026703
ROCK2,BMPR1A,2.615908136,2,0.063263
GNA13,F2R,2.615575601,1,0.035586
TRAF5,TNFRSF11B,2.615574313,2,0.040502
FYN,PTPRT,2.615478197,2,0.100414
PTPN6,KDR,2.615270118,2,0.049132
CANX,ITGB1,2.614987749,1,0.094906751
NEDD9,ITGAE,2.614745079,2,0.062006
WNK2,TGFBR2,2.61461761,2,0.140312277
PLK2,TGFBR2,2.614381881,2,0.094435
SH2B,INSR,2.614238526,1,0.05859
CD83,TLR4,2.614034633,2,0.1559117
DMPK,NEO1,2.613682749,2,0.027145
WEE1,BMPR1A,2.61343225,2,0.012547
EPHB4,KDR,2.613427487,2,0.152960321
FGF5,FGFR2,2.613389457,1,0.11924421
NRP1,LRP5,2.613234401,2,0.023703901
COL3A1,LEPR,2.613150825,2,0.081398
AGRN,PLXNB1,2.612798276,2,0.043524943
PLAUR,CSF1R,2.612757018,2,0.205000649
EGFR,TIE1,2.612595825,2,0.044627842
SIGLEC5,GRM5,2.612419444,2,0.082675
TRIO,EPHB6,2.61237165,2,0.052582
IFNGR2,IL6ST,2.612349554,2,0.020086
MALT1,TNFRSF21,2.612243285,2,0.070179
CSNK1G2,BMPR1A,2.612202486,2,0.008173
CDC25B,NPR2,2.61216974,2,0.098167
MARK2,ACVR1,2.612070262,2,0.017699
INSR,NOTCH4,2.612059575,2,0.074685
RIPK1,TNFRSF21,2.611898692,2,0.129158142
ADRBK1,BMPR1A,2.611838683,2,0.032173
CELSR2,ITGB5,2.611682535,2,0.019128
TRAF3,BMPR1A,2.610921602,2,0.010579
COL4A5,PTPRF,2.610665702,2,0.0722
MARK2,EGFR,2.610660453,2,0.019016
CD9,CD36,2.610500016,1,0.086508
IFNAR2,TLR4,2.610491015,2,0.017295
NCK1,IL1R1,2.610465137,2,0.101945
VLDLR,LRP8,2.61028125,2,0.02972825
MAP4K5,PTPRF,2.610113211,2,0.000628711
AGRN,NGFR,2.60971787,2,0.030168297
FAT,CD47,2.609451987,2,0.042316
MAP4K4,BMPR1A,2.608676485,2,0.161606849
FES,PTK7,2.608625515,2,0.007599
EPHB2,ROR2,2.607980394,2,0.023673106
C3,CD97,2.607618208,2,0.053779
LEPR,NOTCH4,2.607527295,2,0.018333872
CD164,IFNAR1,2.607401439,2,0.070808394
IGFBP3,TNFRSF21,2.60734455,2,0.129941
ITGB3,ITGB8,2.606888854,2,0.04448
EPHA3,EPHA5,2.606735269,2,0.093645231
PTPN6,IGF1R,2.606405895,2,0.173843229
DAPK1,TNFRSF11B,2.606148867,2,0.114272966
ROCK2,IGF1R,2.606069425,2,0.079831592
PRKCI,NGFR,2.605574324,2,0.094658176
NSFL1C,FGFR1,2.605356405,2,0.048331
ENO1,DGCR2,2.605181689,2,0.035645
ROCK2,KIT,2.605154157,2,0.02797549
ADAM10,LRP5,2.605124735,2,0.109698
LTA,LTBR,2.604771226,1,0.026997
AP2M1,TFG,2.604361542,2,0.032019
SFRP4,TLR3,2.604166534,2,0.144377799
MKNK1,TGFBR2,2.60413577,2,0.018893
JAG1,VLDLR,2.603839985,2,0.02701
COL14A1,NRXN3,2.60383584,2,0.027513
HTRA1,NOTCH2,2.602885723,2,0.212477
TEGT,TFG,2.602842522,2,0.043903
SEMA6A,LDLR,2.602229143,2,0.019083
NFKB1,NOTCH2,2.60197552,2,0.110756854
ITGB1,CD44,2.601855888,2,0.011786
OR1F1,OR5V1,2.601413046,2,0.222950121
AKT1,TNFRSF25,2.601219554,2,0.135238446
KIR2DL4,KIR2DS3,2.60108694,2,0.23555756
HGF,SDC2,2.600914307,1,0.07946336
MKNK1,ACVRL1,2.600905686,2,0.031515
TGFBR1,ACVR2A,2.600781535,2,0.057044
IL12RB1,IL12RB2,2.600746064,1,0.057674
DKK1,NOTCH2,2.600696678,2,0.052392845
NRCAM,NRXN1,2.600688581,2,0.050916
AXL,MERTK,2.6006692,2,0.02658
EFNA5,EPHA2,2.600635569,1,0.091720931
TNK2,EPHA3,2.600093527,2,0.01604
F2R,PTPRF,2.59986574,2,0.16974376
JAK1,ERBB3,2.599864186,2,0.038213
CNTN1,PTPRF,2.599778947,2,0.034468
IGFBP4,TGFBR2,2.599292335,2,0.082398002
MCAM,NEO1,2.599264831,2,0.011777
TGFB3,PTPRJ,2.59923293,2,0.028464
COL6A2,ENG,2.599013281,2,0.042655
COL1A2,BMPR1A,2.598756109,2,0.030458
RPLP2,ENG,2.598713487,2,0.091421
JAK2,NTRK2,2.598628748,2,0.136371
SAG,CHRM2,2.598563377,1,0.005573
LAMA5,PTPRK,2.598122392,2,0.052179
OSBPL3,ERBB2,2.597182625,2,0.030761
RPS6KB1,BMPR1A,2.596958393,2,0.102002774
PMM2,LDLR,2.596926105,2,0.023364
UBC,DGCR2,2.596852631,2,0.005255
LYN,EPOR,2.596698063,1,0.00326977
C7,ITGB1,2.596076594,2,0.030693
DGKE,LRP5,2.596043777,2,0.170081
IL2RB,IL15RA,2.595952305,1,0.05456
ANK2,OPRS1,2.595942767,1,0.072692267
SERPINE1,LRP2,2.595878326,1,0.029415
TRAF2,CD40,2.595704061,1,0.058015
IGFBP3,TNFRSF1A,2.595660394,2,0.008337
IL21,TLR1,2.595519233,2,0.07136
UBE2G2,AMFR,2.595397081,1,0.005746
GCG,GLP2R,2.595377632,1,0.022107298
TJP1,TFRC,2.595241794,2,0.014706
MAPK10,BMPR1A,2.59524089,2,0.006622
EPHB3,TYRO3,2.595044543,2,0.016773
PRKCI,TGFBR2,2.594887699,2,0.102175
CIT,EPHB4,2.594100343,2,0.041861
APP,NOTCH2,2.594067554,2,0.078472054
EPHA3,ERBB2,2.594015083,2,0.045764
PRKD1,DDR2,2.594006855,2,0.029894
VWF,ATRN,2.593988597,2,0.022924
ABL1,FLT4,2.593779986,2,0.040728819
LATS2,CSF1R,2.593592786,2,0.237748786
EPHB4,NTRK1,2.593371286,2,0.082989286
TNK2,PTPRD,2.593104795,2,0.014815
CCL3,CCR1,2.593069275,1,0.051222
PARD3,PVRL1,2.592965907,1,0.035422
MAP3K5,TNFRSF21,2.592686385,2,0.054383885
ABL1,RYK,2.59267178,2,0.106247
PINK1,BMPR2,2.592648649,2,0.098320482
NR1H2,ITGB1,2.592474152,2,0.065888
TYK2,FGFR4,2.592012432,2,0.122696568
BMPR1A,TGFBR2,2.591836408,2,0.114938575
SULF1,ENG,2.591753566,2,0.116031
ADAMTS9,AMFR,2.591093598,2,0.143204098
CDH13,ITGA6,2.590866705,2,0.012777
MGAT2,EPHA2,2.590807269,2,0.017731
ARHGAP11A,LDLR,2.590782148,2,0.060913
APOD,ATRN,2.590569227,2,0.134392
GNAZ,HTR4,2.590136325,2,0.064038159
PLCG1,PTPRJ,2.589988927,1,0.008459
TNFRSF10B,TNFRSF11B,2.589902068,2,0.014766
HBEGF,NOTCH2,2.589730632,2,0.116094
GDF15,ITGB2,2.589574944,2,0.142089223
CXCL1,FY,2.589525458,1,0.095804457
PTPRD,EPHA5,2.589363051,2,0.071411
MAP2K4,NPR2,2.589363013,2,0.052734
GAS6,FGFR4,2.589266428,2,0.018754
EPHB2,NTRK2,2.589251753,2,0.07582042
CYP7B1,LRP1,2.588877296,2,0.128162
VAV1,EPOR,2.588798613,1,0.018479
SEMA6A,NRXN3,2.588538332,2,0.040037332
RYR2,PLXNB1,2.588512346,2,0.122965321
ROR2,EPHA2,2.588424129,2,0.155133204
NOTCH2,LRP5,2.588112555,2,0.01639
GUCA2A,GUCY2C,2.588094524,1,0.013859142
INHBA,TNFRSF1A,2.588070543,2,0.18303571
JAG1,IFNAR1,2.587931071,2,0.010733
OPHN1,EPHB2,2.58758037,2,0.09253663
GRB10,TEK,2.587579029,2,0.025340696
JAK1,C1QR1,2.587097354,2,0.049026
ADM,PLAUR,2.58646922,2,0.092229446
JAK2,PDGFRB,2.586281378,2,0.012005
ARHGAP5,ITGA5,2.5862454,1,0.040601
PRLH,PRLHR,2.58513636,1,0.009634
FRZB,FLT1,2.585080392,2,0.031723
TYROBP,CLEC5A,2.584303348,1,0.028654
LATS1,PDGFRB,2.584213494,2,0.064236
EPHA3,PTPRS,2.583953338,2,0.099736496
SFRP1,FLT1,2.583938709,2,0.023043
FRZB,NTRK2,2.583933081,2,0.116674
YES1,DDR1,2.583852419,2,0.007718
IGF1R,MERTK,2.583831393,2,0.06573494
CD9,CD81,2.583799846,1,0.067189654
DDR1,PTPRG,2.583738535,2,0.046194
PTPRG,KDR,2.583712087,2,0.08609292
PRDX4,EPHA2,2.583613547,2,0.072491787
DAF,TREM1,2.583483559,2,0.127351274
GRK6,RHO,2.583248643,1,0.011785
SPOCK1,FLT1,2.582981206,2,0.024227539
FRK,NTRK2,2.582961539,2,0.005733
CELSR1,EPHA2,2.582902253,2,0.013866413
SMO,NOTCH4,2.582616903,2,0.000748236
COL1A2,EPHA5,2.582234415,2,0.038544
FBLN1,CD63,2.581737983,2,0.053521
FAT,DGCR2,2.581732642,2,0.036435858
SPOCK1,NEO1,2.581709708,2,0.095943792
CELSR1,TYRO3,2.581473586,2,0.022504919
ANK2,PTPRD,2.581170419,2,0.032183748
TRAF1,TNFRSF1A,2.580830059,1,0.035007
DDEF2,FGFR1,2.58058648,2,0.089997
JAG1,DGCR2,2.580277333,2,0.006366499
ROCK2,INSR,2.580229436,2,0.120471103
MLLT4,ITGB1,2.579809204,2,0.012538
NOTCH1,LRP6,2.579593818,2,0.062578015
PTK2,TIE1,2.579511957,2,0.008772
OR7A17,OR1F1,2.579454962,2,0.265158038
HSPCA,TNFRSF21,2.579120431,2,0.047373
ADAM10,ITGA5,2.578591309,2,0.174965691
AKT1,EPHA4,2.578385179,2,0.017557
IGFBP3,EPHB4,2.578110161,2,0.028615
TNK2,EPHB4,2.577764203,2,0.012626703
PRKCI,BMPR2,2.577589268,2,0.017893
DAF,TLR4,2.577533144,2,0.006709311
GNB2L1,IFNAR1,2.577327797,1,0.016668
FES,INSR,2.57721965,2,0.010275
MLLT4,PVRL1,2.577171519,1,0.014437
SULF1,CD44,2.577052389,2,0.06164
CELSR2,CSF1R,2.57702662,2,0.110331
MAP3K10,PTPRU,2.576807077,2,0.091124
HOMER1,GRM1,2.576801567,1,0.041538599
IL13,IL4R,2.576373549,1,0.025861
MAP4K4,BMPR2,2.575908198,2,0.038076
PKD1,NRXN1,2.575892512,2,0.025629
KNG1,ITGB2,2.575822528,1,0.009191
SQSTM1,TGFBR2,2.575749724,2,0.110785
PALLD,PTPRF,2.575613395,2,0.054468
ROR1,EPHA5,2.575600348,2,0.165498348
RHOB,PTPRF,2.575546058,2,0.077183
HCK,FLT1,2.575511252,2,0.090747919
JAG1,MET,2.574912065,2,0.010812
COL1A2,LEPR,2.574635169,2,0.007969
ACVR1B,ERBB4,2.574333106,2,0.001421227
ECHS1,LDLR,2.574138231,2,0.014383
JAK1,IL6ST,2.574094893,1,0.015647
ACVR1B,ACVRL1,2.573832437,2,0.05927
LDHA,DGCR2,2.573745182,2,0.041052
SGK,TGFBR2,2.573480057,2,0.034224
CRKL,DDR1,2.573408363,2,0.047190471
PTK2,PTPRF,2.573296829,2,0.009429
ITGB2,ITGB8,2.573254765,2,0.119291902
EGFR,ROR2,2.57324781,2,0.075132
MMP17,LRP1,2.573088371,1,0.008556963
CD2,CD53,2.573060585,1,0.046928
SEMA3B,NOTCH4,2.573051127,2,0.093914373
ENG,PTPRF,2.572990075,2,0.014619
CD14,TNFRSF14,2.572962816,2,0.097458649
ADRBK2,TGFBR2,2.572298073,2,0.09566926
PTPRG,FGFR4,2.572232174,2,0.024924
DDOST,EPHA2,2.572008007,2,0.015942
MAPK12,TGFBR1,2.571684478,2,0.027286022
TNK2,PTPRG,2.571678875,2,0.036783
MID1,INSR,2.571654146,2,0.200688354
IGFBP7,FGFR1,2.571521618,2,0.130030618
NOTCH1,NRP1,2.571324173,2,0.125825
ADAM10,NOTCH4,2.571238336,2,0.057671
MAPK6,ACVR1,2.57120837,2,0.024726
FYN,ERBB3,2.571113337,2,0.01523
RYK,PTPRJ,2.570819417,2,0.010573916
CTGF,ITGB3,2.570490411,2,0.022638411
TGFB3,EDNRB,2.570051589,2,0.019142
C9orf70,TSPAN17,2.569881868,2,0.029883132
GPNMB,ENG,2.569847911,2,0.216309
MTNR1B,GPR50,2.569314792,2,0.08975
ERBB3,AXL,2.569181145,2,0.021335
ITGB8,ITGA6,2.569017752,2,0.106403
IFNG,CXCR3,2.568356416,2,0.001698249
ARHGEF2,NPR1,2.568321532,2,0.078155
FHL2,ITGB6,2.56817466,1,0.10098
76P,ATRN,2.568161079,2,0.057705
HIPK2,PTPRF,2.568143666,2,0.103024
MATK,ERBB2,2.568124548,1,0.026342
EPHA1,PTK7,2.567996648,2,0.105996018
DOK1,KIT,2.567883562,1,0.018945
DGCR2,NRP1,2.56788157,2,0.005955
CXCL10,CCR6,2.567766863,2,0.075922
VWF,NTRK2,2.567615864,2,0.081781364
ADRBK2,ERBB4,2.567506862,2,0.058951
NEDD9,PTPRS,2.567490808,2,0.023465
PIM1,TGFBR2,2.567348069,2,0.099079
CYR61,NOTCH2,2.567240444,2,0.096966556
ADCYAP1,ADCYAP1R1,2.567230076,1,0.103273
SRC,PTPRU,2.56679491,2,0.148806
ADRBK2,EPHA3,2.56651818,2,0.139076
GRK6,TGFBR1,2.566514785,2,0.034377
GNAI2,EDNRA,2.566348071,1,0.023304904
CD8A,IFNAR2,2.566345979,2,0.025951
NELL2,ATP6AP2,2.566330839,2,0.033419
MLLT4,PTPRF,2.56618131,2,0.115955977
EMP2,UNC5B,2.566170965,2,0.028967035
MYLK,BMPR1A,2.566167906,2,0.011333
HTR1F,HTR1B,2.565954436,2,0.241055898
COL1A2,PTPRG,2.565860326,2,0.009908
ROCK2,BMPR2,2.565774781,2,0.140356052
COL6A1,FGFR1,2.565758543,2,0.050231
ARPC5,DGCR2,2.56549213,2,0.046561
BMP1,NRXN1,2.565327557,2,0.052556109
GAB1,FGFR1,2.565317602,2,0.017652
TGFBR2,TEK,2.56493472,2,0.00528872
COL16A1,TNFRSF12A,2.564709828,2,0.025492
PTPN1,RYK,2.564643824,2,0.107781509
TIMP1,IFNAR1,2.564571967,2,0.050454
CSF1R,MERTK,2.564472152,2,0.032332
GSR,ITGB2,2.564437275,2,0.034409
FNTA,TGFBR2,2.564207771,2,0.090033
EPHB4,EPHA5,2.564067345,2,0.067939488
LAMA4,ITGB5,2.563843793,2,0.028461
NTRK3,PTPRF,2.563592897,2,0.05112
EPHB3,NTRK1,2.56344434,2,0.084756
ITGB1,LTBR,2.563152147,2,0.019833
MARK1,ROR2,2.563104457,2,0.010180543
SLC9A3R1,PDGFRA,2.563038503,1,0.058114
HIPK2,ACVRL1,2.562910725,2,0.008198
PTPN11,KDR,2.562908844,2,0.02281
CXCL12,ITGB1,2.562668182,2,0.01986
ROR1,PTPRJ,2.562662991,2,0.038654
TRAF2,PTPRF,2.562592362,2,0.133291305
PLAT,IL10RB,2.562327317,2,0.169273683
CRKL,CSF1R,2.56213446,2,0.016391293
ROR1,KDR,2.561855039,2,0.048368794
CSK,EPHB2,2.561637232,2,0.066993
FBN1,NOTCH2,2.561478609,2,0.007961109
KIT,PTPRF,2.561126876,2,0.010107
CYR61,OPRS1,2.560943392,2,0.033852
SCARF2,SCARF1,2.560534188,1,0.148004688
IL2RB,IL6R,2.560513704,2,0.07576
COL15A1,PDGFRB,2.560510607,2,0.146677
SGNE1,LRP6,2.560469715,2,0.156985952
CDK5,TGFBR2,2.560089724,2,0.148326
GRK5,ACVRL1,2.560026549,2,0.079142
MMP16,LRP1,2.559579755,1,0.128218422
SDCBP,GRM3,2.559432022,1,0.103560645
ALK,PDGFRA,2.559322069,2,0.068505
TIMP1,CD44,2.559138994,2,0.050232
CLK2,TGFBR2,2.559134233,2,0.012641
GNAI2,CHRM1,2.559057367,1,0.008177
VCP,TFG,2.558881791,2,0.126380709
BTK,FGFR3,2.558619987,2,0.071748
SIPA1,ITGAE,2.558296922,2,0.027645078
NOL5A,TNFRSF1A,2.558050878,2,0.020874
CBL,PTPRF,2.557938099,2,0.061670068
PALLD,PTK7,2.557343869,2,0.040335
MET,PTK7,2.557328674,2,0.13447016
COL4A1,PDGFRB,2.557231938,2,0.027964
ABL2,DDR1,2.556953345,2,0.036658012
TIMP1,NOTCH4,2.556741286,2,0.04436112
TRIO,KIT,2.556737304,2,0.012637
TNFRSF1A,TNFRSF10A,2.556274369,2,0.03321
TGFB3,CSF1R,2.556139745,2,0.037770078
IRAK1,NTRK3,2.556020303,1,0.065991969
IFNA2,IFNAR1,2.555514444,1,0.006166
NPY,NPY2R,2.555409493,1,0.076695
FN1,IL10RB,2.55510761,2,0.09446939
TRIAD3,TLR9,2.555042187,1,0.02240552
SPG7,PTK7,2.555024236,2,0.108453431
IGF1R,AXL,2.555020366,2,0.249715967
CCL2,BMPR2,2.554889629,2,0.031818
MRPS18A,LDLR,2.554695291,2,0.217727291
IFNAR1,NOTCH1,2.554652919,2,0.115878414
CSK,PTPRF,2.554459556,2,0.036375
SPARC,PDGFRB,2.5544,2,0.005769
CX3CL1,CX3CR1,2.553728855,1,0.157171
COL4A6,CD97,2.55357771,2,0.07482371
FYN,MET,2.553546483,2,0.111425
CSNK1D,ACVR1,2.553198068,2,0.055018932
INSR,ERBB4,2.553168577,2,0.016877
SLIT2,KDR,2.552971699,2,0.005333199
GPR174,P2RY10,2.552887799,2,0.113547202
INHBA,LTBR,2.552820625,2,0.020264791
NRXN3,NRXN1,2.552518237,2,0.012587
TGFBI,ITGB1,2.552271896,2,0.021542937
FES,KIT,2.552121219,2,0.067521
ADRBK1,EPHA3,2.551976739,2,0.025956
PAPPA,AMFR,2.551949158,2,0.180212009
ADRBK1,FGFR1,2.551621456,2,0.031392
JAK1,ROR1,2.551603518,2,0.010812
NCK1,IFNAR1,2.5513903,2,0.1446507
CCL2,ERBB2,2.551275852,2,0.112363481
IL10,CCR1,2.551139378,2,0.04936
TRAF4,TNFRSF11B,2.551067881,2,0.112315
FGFR4,IGF1R,2.551004665,2,0.162077502
SULF1,LDLR,2.550815797,2,0.05316
JAK2,CSF2RB,2.550721996,1,0.051070671
FRS2,NTRK1,2.550713563,1,0.048118104
PTK2B,ITGB3,2.55050446,1,0.000318794
CSF1,NOTCH4,2.55038408,2,0.091821
ERN1,TGFBR2,2.550381064,2,0.177738
LATS1,EPHB3,2.550304886,2,0.203088614
MAST2,BMPR1A,2.549890729,2,0.062653
NET1,NTRK2,2.549809424,2,0.021463
AKT3,TEK,2.549235325,2,0.006965
TGFB1,CD97,2.549227868,2,0.144088632
MAPK1,TGFBR2,2.549198346,2,0.043317
CSNK1E,ACVR1,2.549164689,2,0.143729312
PLAT,F2RL2,2.549087711,2,0.082555544
IGF1R,ERBB4,2.548845413,2,0.143305587
PTPRC,RYK,2.548597338,2,0.021422
MST1,ITGB1,2.548527636,2,0.060761
ARHGEF2,EPHB4,2.548450281,2,0.01079
SLIT2,PLXNB1,2.548445449,2,0.069253
TGFB3,AXL,2.548199757,2,0.086311076
ABL1,ERBB3,2.547993175,2,0.011491
CLSTN1,ITGB1,2.547916813,2,0.021025
MAPK6,TGFBR1,2.547811613,2,0.075911613
ABL2,PTPRU,2.547596647,2,0.003135147
KIT,PTPRD,2.547473651,2,0.060694
MAGI1,BAI1,2.547461762,1,0.113531738
SNF1LK,TYRO3,2.547356946,2,0.032486946
POLR3D,ENG,2.547298882,2,0.211659382
TXNDC,NOTCH2,2.547085287,2,0.15166688
JAK1,ERBB2,2.547066211,2,0.062216377
PLTP,LRP1,2.547058027,2,0.099386
LTBP2,ENG,2.547030222,2,0.010305
AGRN,NOTCH4,2.546711617,2,0.10055895
TNFSF14,TNFRSF6B,2.546663936,1,0.130867397
AVP,AVPR2,2.546449011,1,0.135069
FN1,IFNGR1,2.546177897,2,0.041879
PTPRD,FGFR4,2.546076629,2,0.049476
MARK2,FGFR3,2.545936228,2,0.039326
STAT6,NOTCH1,2.545395508,2,0.014875
F2,LTBR,2.545120868,2,0.153602201
FGA,ITGB3,2.544657265,1,0.09089
SEMA3A,NOTCH4,2.544582926,2,0.028011
ALK,FGFR4,2.544136098,2,0.114864265
EIF3S6IP,DGCR2,2.544037896,2,0.030638
FGFR4,EPHA4,2.543721342,2,0.115451158
PRKCA,NGFR,2.54368149,2,0.071688
EPHB4,PTPRG,2.543060964,2,0.139542
